h	k	l	q	I(q)
9.0	-1.0	10.0	20.44106	2.363437e-09
9.0	-1.0	-10.0	20.44106	2.266680e-09
-9.0	-1.0	10.0	20.44106	2.343255e-09
9.0	1.0	10.0	20.44106	2.265529e-09
-9.0	-1.0	-10.0	20.44106	2.265529e-09
9.0	1.0	-10.0	20.44106	2.343255e-09
-9.0	1.0	-10.0	20.44106	2.363437e-09
-9.0	1.0	10.0	20.44106	2.266680e-09
10.0	-8.0	-2.0	20.53918	1.029051e-09
10.0	8.0	2.0	20.53918	1.023155e-09
-10.0	8.0	2.0	20.53918	1.029051e-09
-10.0	-8.0	-2.0	20.53918	1.023155e-09
-9.0	-7.0	8.0	20.66081	3.169464e-09
9.0	-7.0	8.0	20.66081	3.185537e-09
-9.0	7.0	-8.0	20.66081	3.185537e-09
9.0	7.0	-8.0	20.66081	3.169464e-09
-9.0	-7.0	-8.0	20.66081	3.211417e-09
9.0	-7.0	-8.0	20.66081	3.229170e-09
-9.0	7.0	8.0	20.66081	3.229170e-09
9.0	7.0	8.0	20.66081	3.211417e-09
-9.0	-9.0	-6.0	20.66504	3.625479e-09
-9.0	9.0	-6.0	20.66504	3.576157e-09
-9.0	-9.0	6.0	20.66504	3.562632e-09
9.0	-9.0	6.0	20.66504	3.576157e-09
9.0	9.0	6.0	20.66504	3.625479e-09
-9.0	9.0	6.0	20.66504	3.644916e-09
9.0	9.0	-6.0	20.66504	3.562632e-09
9.0	-9.0	-6.0	20.66504	3.644916e-09
-9.0	3.0	10.0	20.69087	4.258974e-09
9.0	3.0	10.0	20.69087	4.226559e-09
9.0	-3.0	-10.0	20.69087	4.258974e-09
-9.0	-3.0	10.0	20.69087	4.290460e-09
9.0	-3.0	10.0	20.69087	4.333308e-09
-9.0	3.0	-10.0	20.69087	4.333308e-09
-9.0	-3.0	-10.0	20.69087	4.226559e-09
9.0	3.0	-10.0	20.69087	4.290460e-09
-10.0	-6.0	6.0	20.80066	1.516626e-09
10.0	6.0	-6.0	20.80066	1.516626e-09
-10.0	6.0	-6.0	20.80066	1.502957e-09
-10.0	-6.0	-6.0	20.80066	1.515649e-09
10.0	-6.0	6.0	20.80066	1.502957e-09
10.0	-6.0	-6.0	20.80066	1.498570e-09
10.0	6.0	6.0	20.80066	1.515649e-09
-10.0	6.0	6.0	20.80066	1.498570e-09
-8.0	10.0	8.0	20.87171	2.962224e-09
-8.0	-10.0	8.0	20.87171	2.869572e-09
-8.0	10.0	-8.0	20.87171	2.881572e-09
8.0	-10.0	8.0	20.87171	2.881572e-09
8.0	-10.0	-8.0	20.87171	2.962224e-09
8.0	10.0	8.0	20.87171	2.953343e-09
-8.0	-10.0	-8.0	20.87171	2.953343e-09
8.0	10.0	-8.0	20.87171	2.869572e-09
-8.0	8.0	-10.0	21.02401	3.021990e-09
8.0	-8.0	10.0	21.02401	3.021990e-09
-8.0	8.0	10.0	21.02401	2.863823e-09
8.0	-8.0	-10.0	21.02401	2.863823e-09
-8.0	-8.0	-10.0	21.02401	2.843191e-09
8.0	8.0	10.0	21.02401	2.843191e-09
-8.0	-8.0	10.0	21.02401	3.012632e-09
8.0	8.0	-10.0	21.02401	3.012632e-09
9.0	9.0	7.0	21.11980	1.207368e-09
-9.0	-9.0	7.0	21.11980	1.434555e-09
-9.0	-9.0	-7.0	21.11980	1.207368e-09
9.0	-9.0	-7.0	21.11980	1.213184e-09
-9.0	9.0	-7.0	21.11980	1.422762e-09
9.0	9.0	-7.0	21.11980	1.434555e-09
9.0	-9.0	7.0	21.11980	1.422762e-09
-9.0	9.0	7.0	21.11980	1.213184e-09
10.0	8.0	5.0	21.27330	3.541895e-09
-10.0	8.0	5.0	21.27330	3.534141e-09
10.0	-8.0	5.0	21.27330	3.148280e-09
-10.0	-8.0	-5.0	21.27330	3.541895e-09
10.0	-8.0	-5.0	21.27330	3.534141e-09
10.0	8.0	-5.0	21.27330	3.129857e-09
-10.0	-8.0	5.0	21.27330	3.129857e-09
-10.0	8.0	-5.0	21.27330	3.148280e-09
10.0	2.0	9.0	21.38554	4.507264e-09
-10.0	2.0	9.0	21.38554	4.535882e-09
-10.0	-2.0	9.0	21.38554	4.735360e-09
10.0	-2.0	9.0	21.38554	4.704968e-09
-10.0	2.0	-9.0	21.38554	4.704968e-09
10.0	-2.0	-9.0	21.38554	4.535882e-09
-10.0	-2.0	-9.0	21.38554	4.507264e-09
10.0	2.0	-9.0	21.38554	4.735360e-09
10.0	10.0	-1.0	21.53398	1.189512e-09
10.0	10.0	1.0	21.53398	1.445761e-09
-10.0	10.0	1.0	21.53398	1.436889e-09
10.0	-10.0	-1.0	21.53398	1.436889e-09
-10.0	10.0	-1.0	21.53398	1.201469e-09
10.0	-10.0	1.0	21.53398	1.201469e-09
-10.0	-10.0	1.0	21.53398	1.189512e-09
-10.0	-10.0	-1.0	21.53398	1.445761e-09
-9.0	-9.0	8.0	21.63264	1.369858e-09
-9.0	9.0	8.0	21.63264	1.345848e-09
9.0	9.0	-8.0	21.63264	1.369858e-09
9.0	-9.0	8.0	21.63264	1.378347e-09
9.0	-9.0	-8.0	21.63264	1.345848e-09
-9.0	-9.0	-8.0	21.63264	1.337886e-09
9.0	9.0	8.0	21.63264	1.337886e-09
-9.0	9.0	-8.0	21.63264	1.378347e-09
-10.0	-10.0	2.0	21.63556	3.365743e-09
-10.0	10.0	2.0	21.63556	3.406936e-09
10.0	-10.0	2.0	21.63556	3.382223e-09
-10.0	-10.0	-2.0	21.63556	3.393183e-09
10.0	-10.0	-2.0	21.63556	3.406936e-09
10.0	10.0	2.0	21.63556	3.393183e-09
-10.0	10.0	-2.0	21.63556	3.382223e-09
10.0	10.0	-2.0	21.63556	3.365743e-09
10.0	6.0	8.0	21.76223	1.023517e-08
10.0	-6.0	8.0	21.76223	1.029975e-08
-10.0	-6.0	8.0	21.76223	1.026913e-08
-10.0	6.0	8.0	21.76223	1.028115e-08
-10.0	6.0	-8.0	21.76223	1.029975e-08
10.0	-6.0	-8.0	21.76223	1.028115e-08
10.0	6.0	-8.0	21.76223	1.026913e-08
-10.0	-6.0	-8.0	21.76223	1.023517e-08
-10.0	10.0	3.0	21.80381	4.833694e-09
10.0	-10.0	3.0	21.80381	5.302954e-09
-10.0	10.0	-3.0	21.80381	5.302954e-09
10.0	10.0	-3.0	21.80381	5.315213e-09
-10.0	-10.0	-3.0	21.80381	4.820708e-09
10.0	-10.0	-3.0	21.80381	4.833694e-09
10.0	10.0	3.0	21.80381	4.820708e-09
-10.0	-10.0	3.0	21.80381	5.315213e-09
10.0	0.0	10.0	21.90835	4.030507e-09
-10.0	0.0	10.0	21.90835	4.019256e-09
10.0	0.0	-10.0	21.90835	4.019256e-09
-10.0	0.0	-10.0	21.90835	4.030507e-09
